#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
IV	16104750	16104771	21UR-11470	255.0	+	16104750	16104771	0	1	21	16104749	pis_not_detected_CAGE.bed
IV	14223329	14223350	21UR-1098	255.0	-	14223329	14223350	0	1	21	14223328	pis_not_detected_CAGE.bed
IV	5589635	5589656	21UR-735	255.0	-	5589635	5589656	0	1	21	5589630	pis_not_detected_CAGE.bed
IV	14919211	14919232	21UR-13766	255.0	+	14919211	14919232	0	1	21	14919210	pis_not_detected_CAGE.bed
IV	16802316	16802337	21UR-5740	255.0	-	16802316	16802337	0	1	21	16802315	pis_not_detected_CAGE.bed
IV	14697977	14697998	21UR-504	255.0	+	14697977	14697998	0	1	21	14697976	pis_not_detected_CAGE.bed
IV	13553419	13553440	21UR-9641	255.0	-	13553419	13553440	0	1	21	13553418	pis_not_detected_CAGE.bed
IV	15139177	15139198	21UR-10262	255.0	-	15139177	15139198	0	1	21	15139176	pis_not_detected_CAGE.bed
IV	16217992	16218013	21UR-8707	255.0	+	16217992	16218013	0	1	21	16217991	pis_not_detected_CAGE.bed
IV	16747522	16747543	21UR-1627	255.0	-	16747522	16747543	0	1	21	16747521	pis_not_detected_CAGE.bed
IV	14641887	14641908	21UR-10508	255.0	+	14641887	14641908	0	1	21	14641886	pis_not_detected_CAGE.bed
IV	14047174	14047195	21UR-496	255.0	+	14047174	14047195	0	1	21	14047173	pis_not_detected_CAGE.bed
IV	15885481	15885502	21UR-2372	255.0	-	15885481	15885502	0	1	21	15885480	pis_not_detected_CAGE.bed
IV	5523629	5523650	21UR-9867	255.0	+	5523629	5523650	0	1	21	5523624	pis_not_detected_CAGE.bed
IV	16590644	16590665	21UR-8321	255.0	+	16590644	16590665	0	1	21	16590643	pis_not_detected_CAGE.bed
IV	5797000	5797021	21UR-2938	255.0	-	5797000	5797021	0	1	21	5796995	pis_not_detected_CAGE.bed
IV	17189846	17189867	21UR-6071	255.0	-	17189846	17189867	0	1	21	17189845	pis_not_detected_CAGE.bed
IV	14977058	14977079	21UR-5900	255.0	-	14977058	14977079	0	1	21	14977057	pis_not_detected_CAGE.bed
IV	15944710	15944731	21UR-9906	255.0	+	15944710	15944731	0	1	21	15944709	pis_not_detected_CAGE.bed
IV	14682133	14682154	21UR-4332	255.0	-	14682133	14682154	0	1	21	14682132	pis_not_detected_CAGE.bed
IV	16568427	16568448	21UR-10268	255.0	-	16568427	16568448	0	1	21	16568426	pis_not_detected_CAGE.bed
IV	15802176	15802197	21UR-10536	255.0	+	15802176	15802197	0	1	21	15802175	pis_not_detected_CAGE.bed
IV	14952293	14952314	21UR-2398	255.0	+	14952293	14952314	0	1	21	14952292	pis_not_detected_CAGE.bed
IV	16213861	16213882	21UR-10072	255.0	+	16213861	16213882	0	1	21	16213860	pis_not_detected_CAGE.bed
IV	16801076	16801097	21UR-8711	255.0	+	16801076	16801097	0	1	21	16801075	pis_not_detected_CAGE.bed
IV	14619411	14619432	21UR-6044	255.0	+	14619411	14619432	0	1	21	14619410	pis_not_detected_CAGE.bed
IV	5925907	5925928	21UR-6877	255.0	+	5925907	5925928	0	1	21	5925902	pis_not_detected_CAGE.bed
IV	6187711	6187732	21UR-1512	255.0	+	6187711	6187732	0	1	21	6187705	pis_not_detected_CAGE.bed
IV	15552719	15552740	21UR-5529	255.0	-	15552719	15552740	0	1	21	15552718	pis_not_detected_CAGE.bed
IV	16381018	16381039	21UR-3706	255.0	+	16381018	16381039	0	1	21	16381017	pis_not_detected_CAGE.bed
IV	5323995	5324016	21UR-1022	255.0	-	5323995	5324016	0	1	21	5323990	pis_not_detected_CAGE.bed
IV	6174271	6174292	21UR-623	255.0	+	6174271	6174292	0	1	21	6174265	pis_not_detected_CAGE.bed
IV	14484828	14484849	21UR-11467	255.0	-	14484828	14484849	0	1	21	14484827	pis_not_detected_CAGE.bed
IV	5527904	5527925	21UR-6505	255.0	-	5527904	5527925	0	1	21	5527899	pis_not_detected_CAGE.bed
IV	15568126	15568147	21UR-3553	255.0	+	15568126	15568147	0	1	21	15568125	pis_not_detected_CAGE.bed
IV	15780659	15780680	21UR-14784	255.0	+	15780659	15780680	0	1	21	15780658	pis_not_detected_CAGE.bed
IV	15621661	15621682	21UR-15393	255.0	+	15621661	15621682	0	1	21	15621660	pis_not_detected_CAGE.bed
IV	15297852	15297873	21UR-8669	255.0	+	15297852	15297873	0	1	21	15297851	pis_not_detected_CAGE.bed
IV	13729445	13729466	21UR-949	255.0	-	13729445	13729466	0	1	21	13729444	pis_not_detected_CAGE.bed
IV	14242382	14242403	21UR-7723	255.0	-	14242382	14242403	0	1	21	14242381	pis_not_detected_CAGE.bed
IV	14471281	14471302	21UR-10597	255.0	+	14471281	14471302	0	1	21	14471280	pis_not_detected_CAGE.bed
IV	5735961	5735982	21UR-4132	255.0	+	5735961	5735982	0	1	21	5735956	pis_not_detected_CAGE.bed
IV	15690660	15690681	21UR-12432	255.0	+	15690660	15690681	0	1	21	15690659	pis_not_detected_CAGE.bed
IV	14037609	14037630	21UR-9484	255.0	+	14037609	14037630	0	1	21	14037608	pis_not_detected_CAGE.bed
IV	14254993	14255014	21UR-9983	255.0	+	14254993	14255014	0	1	21	14254992	pis_not_detected_CAGE.bed
IV	14668193	14668214	21UR-14865	255.0	+	14668193	14668214	0	1	21	14668192	pis_not_detected_CAGE.bed
IV	14924269	14924290	21UR-305	255.0	+	14924269	14924290	0	1	21	14924268	pis_not_detected_CAGE.bed
IV	16359635	16359656	21UR-1153	255.0	+	16359635	16359656	0	1	21	16359634	pis_not_detected_CAGE.bed
IV	6036574	6036595	21UR-5839	255.0	+	6036574	6036595	0	1	21	6036568	pis_not_detected_CAGE.bed
IV	14043122	14043143	21UR-6767	255.0	+	14043122	14043143	0	1	21	14043121	pis_not_detected_CAGE.bed
IV	14376850	14376871	21UR-4281	255.0	-	14376850	14376871	0	1	21	14376849	pis_not_detected_CAGE.bed
IV	15222618	15222639	21UR-371	255.0	+	15222618	15222639	0	1	21	15222617	pis_not_detected_CAGE.bed
IV	6811717	6811738	21UR-7848	255.0	+	6811717	6811738	0	1	21	6811711	pis_not_detected_CAGE.bed
IV	15720204	15720225	21UR-13731	255.0	+	15720204	15720225	0	1	21	15720203	pis_not_detected_CAGE.bed
IV	15100006	15100027	21UR-13963	255.0	+	15100006	15100027	0	1	21	15100005	pis_not_detected_CAGE.bed
IV	5105260	5105281	21UR-12352	255.0	-	5105260	5105281	0	1	21	5105255	pis_not_detected_CAGE.bed
IV	16613551	16613572	21UR-366	255.0	+	16613551	16613572	0	1	21	16613550	pis_not_detected_CAGE.bed
IV	15764283	15764304	21UR-7793	255.0	+	15764283	15764304	0	1	21	15764282	pis_not_detected_CAGE.bed
IV	15385073	15385094	21UR-9475	255.0	-	15385073	15385094	0	1	21	15385072	pis_not_detected_CAGE.bed
IV	5824324	5824345	21UR-13286	255.0	-	5824324	5824345	0	1	21	5824319	pis_not_detected_CAGE.bed
IV	17185836	17185857	21UR-9237	255.0	-	17185836	17185857	0	1	21	17185835	pis_not_detected_CAGE.bed
IV	15738321	15738342	21UR-13667	255.0	+	15738321	15738342	0	1	21	15738320	pis_not_detected_CAGE.bed
IV	5099222	5099243	21UR-10576	255.0	-	5099222	5099243	0	1	21	5099217	pis_not_detected_CAGE.bed
IV	13646752	13646773	21UR-1600	255.0	+	13646752	13646773	0	1	21	13646751	pis_not_detected_CAGE.bed
IV	15623330	15623351	21UR-12870	255.0	+	15623330	15623351	0	1	21	15623329	pis_not_detected_CAGE.bed
IV	5859005	5859026	21UR-3467	255.0	-	5859005	5859026	0	1	21	5859000	pis_not_detected_CAGE.bed
IV	16382924	16382945	21UR-15176	255.0	-	16382924	16382945	0	1	21	16382923	pis_not_detected_CAGE.bed
IV	14592461	14592482	21UR-9927	255.0	+	14592461	14592482	0	1	21	14592460	pis_not_detected_CAGE.bed
IV	13904182	13904203	21UR-9644	255.0	+	13904182	13904203	0	1	21	13904181	pis_not_detected_CAGE.bed
IV	6520108	6520129	21UR-10331	255.0	-	6520108	6520129	0	1	21	6520102	pis_not_detected_CAGE.bed
IV	15204430	15204451	21UR-3624	255.0	-	15204430	15204451	0	1	21	15204429	pis_not_detected_CAGE.bed
IV	14387276	14387297	21UR-5444	255.0	+	14387276	14387297	0	1	21	14387275	pis_not_detected_CAGE.bed
IV	13909452	13909473	21UR-5518	255.0	+	13909452	13909473	0	1	21	13909451	pis_not_detected_CAGE.bed
IV	14943202	14943223	21UR-8037	255.0	-	14943202	14943223	0	1	21	14943201	pis_not_detected_CAGE.bed
IV	16081726	16081747	21UR-10960	255.0	+	16081726	16081747	0	1	21	16081725	pis_not_detected_CAGE.bed
IV	14222165	14222186	21UR-2507	255.0	+	14222165	14222186	0	1	21	14222164	pis_not_detected_CAGE.bed
IV	6488483	6488504	21UR-14333	255.0	-	6488483	6488504	0	1	21	6488477	pis_not_detected_CAGE.bed
IV	14005193	14005214	21UR-12477	255.0	-	14005193	14005214	0	1	21	14005192	pis_not_detected_CAGE.bed
IV	15105279	15105300	21UR-4105	255.0	-	15105279	15105300	0	1	21	15105278	pis_not_detected_CAGE.bed
IV	14171685	14171706	21UR-11842	255.0	+	14171685	14171706	0	1	21	14171684	pis_not_detected_CAGE.bed
IV	6207834	6207855	21UR-8105	255.0	+	6207834	6207855	0	1	21	6207828	pis_not_detected_CAGE.bed
IV	16140010	16140031	21UR-2812	255.0	+	16140010	16140031	0	1	21	16140009	pis_not_detected_CAGE.bed
IV	14323332	14323353	21UR-8782	255.0	+	14323332	14323353	0	1	21	14323331	pis_not_detected_CAGE.bed
IV	16870186	16870207	21UR-8540	255.0	+	16870186	16870207	0	1	21	16870185	pis_not_detected_CAGE.bed
IV	16809402	16809423	21UR-3793	255.0	+	16809402	16809423	0	1	21	16809401	pis_not_detected_CAGE.bed
IV	4888161	4888182	21UR-5728	255.0	-	4888161	4888182	0	1	21	4888157	pis_not_detected_CAGE.bed
IV	15278821	15278842	21UR-1859	255.0	+	15278821	15278842	0	1	21	15278820	pis_not_detected_CAGE.bed
IV	16073792	16073813	21UR-5410	255.0	-	16073792	16073813	0	1	21	16073791	pis_not_detected_CAGE.bed
IV	5670485	5670506	21UR-9870	255.0	-	5670485	5670506	0	1	21	5670480	pis_not_detected_CAGE.bed
IV	14462626	14462647	21UR-9432	255.0	-	14462626	14462647	0	1	21	14462625	pis_not_detected_CAGE.bed
IV	15433765	15433786	21UR-602	255.0	+	15433765	15433786	0	1	21	15433764	pis_not_detected_CAGE.bed
IV	17193513	17193534	21UR-15412	255.0	+	17193513	17193534	0	1	21	17193512	pis_not_detected_CAGE.bed
IV	4897356	4897377	21UR-3978	255.0	-	4897356	4897377	0	1	21	4897352	pis_not_detected_CAGE.bed
IV	15869031	15869052	21UR-3233	255.0	+	15869031	15869052	0	1	21	15869030	pis_not_detected_CAGE.bed
IV	15601760	15601781	21UR-6222	255.0	-	15601760	15601781	0	1	21	15601759	pis_not_detected_CAGE.bed
IV	14498153	14498174	21UR-6479	255.0	+	14498153	14498174	0	1	21	14498152	pis_not_detected_CAGE.bed
IV	15936300	15936321	21UR-13758	255.0	-	15936300	15936321	0	1	21	15936299	pis_not_detected_CAGE.bed
IV	14127030	14127051	21UR-14424	255.0	-	14127030	14127051	0	1	21	14127029	pis_not_detected_CAGE.bed
IV	14852330	14852351	21UR-14589	255.0	+	14852330	14852351	0	1	21	14852329	pis_not_detected_CAGE.bed
IV	13433217	13433238	21UR-15246	255.0	+	13433217	13433238	0	1	21	13433216	pis_not_detected_CAGE.bed
IV	13822039	13822060	21UR-10195	255.0	+	13822039	13822060	0	1	21	13822038	pis_not_detected_CAGE.bed
IV	15722877	15722898	21UR-11314	255.0	-	15722877	15722898	0	1	21	15722876	pis_not_detected_CAGE.bed
IV	15155684	15155705	21UR-15694	255.0	-	15155684	15155705	0	1	21	15155683	pis_not_detected_CAGE.bed
IV	15912539	15912560	21UR-9529	255.0	-	15912539	15912560	0	1	21	15912538	pis_not_detected_CAGE.bed
IV	16014822	16014843	21UR-955	255.0	-	16014822	16014843	0	1	21	16014821	pis_not_detected_CAGE.bed
IV	16751241	16751262	21UR-6249	255.0	+	16751241	16751262	0	1	21	16751240	pis_not_detected_CAGE.bed
IV	15849419	15849440	21UR-12997	255.0	+	15849419	15849440	0	1	21	15849418	pis_not_detected_CAGE.bed
IV	16698300	16698321	21UR-6899	255.0	-	16698300	16698321	0	1	21	16698299	pis_not_detected_CAGE.bed
IV	14559147	14559168	21UR-11862	255.0	+	14559147	14559168	0	1	21	14559146	pis_not_detected_CAGE.bed
IV	15362982	15363003	21UR-2875	255.0	-	15362982	15363003	0	1	21	15362981	pis_not_detected_CAGE.bed
IV	15678015	15678036	21UR-1897	255.0	+	15678015	15678036	0	1	21	15678014	pis_not_detected_CAGE.bed
IV	14749918	14749939	21UR-1005	255.0	+	14749918	14749939	0	1	21	14749917	pis_not_detected_CAGE.bed
II	9321666	9321687	21UR-14760	255.0	-	9321666	9321687	0	1	21	9321657	pis_not_detected_CAGE.bed
IV	14305882	14305903	21UR-6958	255.0	+	14305882	14305903	0	1	21	14305881	pis_not_detected_CAGE.bed
IV	6304542	6304563	21UR-8355	255.0	+	6304542	6304563	0	1	21	6304536	pis_not_detected_CAGE.bed
IV	16726273	16726294	21UR-11325	255.0	+	16726273	16726294	0	1	21	16726272	pis_not_detected_CAGE.bed
IV	14862914	14862935	21UR-5684	255.0	-	14862914	14862935	0	1	21	14862913	pis_not_detected_CAGE.bed
IV	13833947	13833968	21UR-1112	255.0	-	13833947	13833968	0	1	21	13833946	pis_not_detected_CAGE.bed
IV	15099164	15099185	21UR-14284	255.0	-	15099164	15099185	0	1	21	15099163	pis_not_detected_CAGE.bed
IV	14616388	14616409	21UR-7501	255.0	+	14616388	14616409	0	1	21	14616387	pis_not_detected_CAGE.bed
IV	16564530	16564551	21UR-10982	255.0	-	16564530	16564551	0	1	21	16564529	pis_not_detected_CAGE.bed
IV	16587758	16587779	21UR-15357	255.0	-	16587758	16587779	0	1	21	16587757	pis_not_detected_CAGE.bed
IV	15987122	15987143	21UR-5531	255.0	-	15987122	15987143	0	1	21	15987121	pis_not_detected_CAGE.bed
IV	15003046	15003067	21UR-8254	255.0	+	15003046	15003067	0	1	21	15003045	pis_not_detected_CAGE.bed
IV	14751260	14751281	21UR-6946	255.0	-	14751260	14751281	0	1	21	14751259	pis_not_detected_CAGE.bed
IV	16116494	16116515	21UR-13912	255.0	-	16116494	16116515	0	1	21	16116493	pis_not_detected_CAGE.bed
IV	5716200	5716221	21UR-7131	255.0	+	5716200	5716221	0	1	21	5716195	pis_not_detected_CAGE.bed
IV	15069506	15069527	21UR-3039	255.0	+	15069506	15069527	0	1	21	15069505	pis_not_detected_CAGE.bed
IV	16555917	16555938	21UR-5886	255.0	-	16555917	16555938	0	1	21	16555916	pis_not_detected_CAGE.bed
IV	4877595	4877616	21UR-11858	255.0	-	4877595	4877616	0	1	21	4877591	pis_not_detected_CAGE.bed
IV	16440512	16440533	21UR-6062	255.0	+	16440512	16440533	0	1	21	16440511	pis_not_detected_CAGE.bed
IV	16031664	16031685	21UR-6369	255.0	-	16031664	16031685	0	1	21	16031663	pis_not_detected_CAGE.bed
IV	13750861	13750882	21UR-1676	255.0	-	13750861	13750882	0	1	21	13750860	pis_not_detected_CAGE.bed
IV	14919212	14919233	21UR-9370	255.0	+	14919212	14919233	0	1	21	14919211	pis_not_detected_CAGE.bed
IV	5524764	5524785	21UR-11662	255.0	+	5524764	5524785	0	1	21	5524759	pis_not_detected_CAGE.bed
IV	15285336	15285357	21UR-6584	255.0	-	15285336	15285357	0	1	21	15285335	pis_not_detected_CAGE.bed
IV	14531332	14531353	21UR-8966	255.0	+	14531332	14531353	0	1	21	14531331	pis_not_detected_CAGE.bed
IV	14607316	14607337	21UR-1087	255.0	+	14607316	14607337	0	1	21	14607315	pis_not_detected_CAGE.bed
IV	15328191	15328212	21UR-15275	255.0	-	15328191	15328212	0	1	21	15328190	pis_not_detected_CAGE.bed
IV	15758423	15758444	21UR-8593	255.0	+	15758423	15758444	0	1	21	15758422	pis_not_detected_CAGE.bed
IV	13939644	13939665	21UR-213	255.0	-	13939644	13939665	0	1	21	13939643	pis_not_detected_CAGE.bed
IV	15748930	15748951	21UR-10228	255.0	+	15748930	15748951	0	1	21	15748929	pis_not_detected_CAGE.bed
IV	14055976	14055997	21UR-6354	255.0	+	14055976	14055997	0	1	21	14055975	pis_not_detected_CAGE.bed
IV	13768613	13768634	21UR-14880	255.0	+	13768613	13768634	0	1	21	13768612	pis_not_detected_CAGE.bed
IV	6448147	6448168	21UR-9708	255.0	+	6448147	6448168	0	1	21	6448141	pis_not_detected_CAGE.bed
IV	13974486	13974507	21UR-15438	255.0	-	13974486	13974507	0	1	21	13974485	pis_not_detected_CAGE.bed
IV	15097679	15097700	21UR-2004	255.0	-	15097679	15097700	0	1	21	15097678	pis_not_detected_CAGE.bed
IV	14382261	14382282	21UR-10681	255.0	+	14382261	14382282	0	1	21	14382260	pis_not_detected_CAGE.bed
IV	15211554	15211575	21UR-1543	255.0	+	15211554	15211575	0	1	21	15211553	pis_not_detected_CAGE.bed
IV	16670449	16670470	21UR-11574	255.0	-	16670449	16670470	0	1	21	16670448	pis_not_detected_CAGE.bed
IV	13759238	13759259	21UR-5244	255.0	+	13759238	13759259	0	1	21	13759237	pis_not_detected_CAGE.bed
IV	14832678	14832699	21UR-12288	255.0	-	14832678	14832699	0	1	21	14832677	pis_not_detected_CAGE.bed
IV	12740311	12740332	21UR-15145	255.0	+	12740311	12740332	0	1	21	12740310	pis_not_detected_CAGE.bed
IV	15839014	15839035	21UR-4780	255.0	+	15839014	15839035	0	1	21	15839013	pis_not_detected_CAGE.bed
IV	15928267	15928288	21UR-182	255.0	+	15928267	15928288	0	1	21	15928266	pis_not_detected_CAGE.bed
IV	16559124	16559145	21UR-14950	255.0	+	16559124	16559145	0	1	21	16559123	pis_not_detected_CAGE.bed
IV	16535617	16535638	21UR-11339	255.0	-	16535617	16535638	0	1	21	16535616	pis_not_detected_CAGE.bed
IV	16212391	16212412	21UR-12656	255.0	-	16212391	16212412	0	1	21	16212390	pis_not_detected_CAGE.bed
IV	14501610	14501631	21UR-600	255.0	-	14501610	14501631	0	1	21	14501609	pis_not_detected_CAGE.bed
IV	16718476	16718497	21UR-11385	255.0	+	16718476	16718497	0	1	21	16718475	pis_not_detected_CAGE.bed
IV	15408443	15408464	21UR-2310	255.0	-	15408443	15408464	0	1	21	15408442	pis_not_detected_CAGE.bed
IV	15266174	15266195	21UR-5808	255.0	-	15266174	15266195	0	1	21	15266173	pis_not_detected_CAGE.bed
IV	17226834	17226855	21UR-9205	255.0	+	17226834	17226855	0	1	21	17226833	pis_not_detected_CAGE.bed
IV	16562908	16562929	21UR-6801	255.0	-	16562908	16562929	0	1	21	16562907	pis_not_detected_CAGE.bed
IV	5779286	5779307	21UR-7810	255.0	+	5779286	5779307	0	1	21	5779281	pis_not_detected_CAGE.bed
IV	15586215	15586236	21UR-1549	255.0	+	15586215	15586236	0	1	21	15586214	pis_not_detected_CAGE.bed
IV	14738235	14738256	21UR-11219	255.0	+	14738235	14738256	0	1	21	14738234	pis_not_detected_CAGE.bed
IV	4919761	4919782	21UR-8981	255.0	+	4919761	4919782	0	1	21	4919757	pis_not_detected_CAGE.bed
IV	17218161	17218182	21UR-593	255.0	+	17218161	17218182	0	1	21	17218160	pis_not_detected_CAGE.bed
IV	15534116	15534137	21UR-9985	255.0	-	15534116	15534137	0	1	21	15534115	pis_not_detected_CAGE.bed
II	12402363	12402384	21UR-15291	255.0	-	12402363	12402384	0	1	21	12402362	pis_not_detected_CAGE.bed
IV	14419462	14419483	21UR-3841	255.0	+	14419462	14419483	0	1	21	14419461	pis_not_detected_CAGE.bed
IV	16568286	16568307	21UR-12779	255.0	+	16568286	16568307	0	1	21	16568285	pis_not_detected_CAGE.bed
IV	6036297	6036318	21UR-11042	255.0	+	6036297	6036318	0	1	21	6036291	pis_not_detected_CAGE.bed
IV	16701751	16701772	21UR-1495	255.0	+	16701751	16701772	0	1	21	16701750	pis_not_detected_CAGE.bed
IV	15319382	15319403	21UR-4698	255.0	-	15319382	15319403	0	1	21	15319381	pis_not_detected_CAGE.bed
IV	14963846	14963867	21UR-15228	255.0	-	14963846	14963867	0	1	21	14963845	pis_not_detected_CAGE.bed
IV	15085047	15085068	21UR-2229	255.0	-	15085047	15085068	0	1	21	15085046	pis_not_detected_CAGE.bed
IV	14291202	14291223	21UR-3964	255.0	+	14291202	14291223	0	1	21	14291201	pis_not_detected_CAGE.bed
IV	15277165	15277186	21UR-1699	255.0	-	15277165	15277186	0	1	21	15277164	pis_not_detected_CAGE.bed
IV	17049044	17049065	21UR-5322	255.0	-	17049044	17049065	0	1	21	17049043	pis_not_detected_CAGE.bed
IV	14103553	14103574	21UR-11168	255.0	+	14103553	14103574	0	1	21	14103552	pis_not_detected_CAGE.bed
IV	16838684	16838705	21UR-311	255.0	+	16838684	16838705	0	1	21	16838683	pis_not_detected_CAGE.bed
IV	15571488	15571509	21UR-14492	255.0	+	15571488	15571509	0	1	21	15571487	pis_not_detected_CAGE.bed
IV	16231526	16231547	21UR-3821	255.0	+	16231526	16231547	0	1	21	16231525	pis_not_detected_CAGE.bed
IV	15871538	15871559	21UR-8747	255.0	-	15871538	15871559	0	1	21	15871537	pis_not_detected_CAGE.bed
IV	14599348	14599369	21UR-14420	255.0	+	14599348	14599369	0	1	21	14599347	pis_not_detected_CAGE.bed
IV	15606133	15606154	21UR-1043	255.0	+	15606133	15606154	0	1	21	15606132	pis_not_detected_CAGE.bed
IV	13866332	13866353	21UR-2156	255.0	-	13866332	13866353	0	1	21	13866331	pis_not_detected_CAGE.bed
IV	5616539	5616560	21UR-6506	255.0	-	5616539	5616560	0	1	21	5616534	pis_not_detected_CAGE.bed
IV	16392084	16392105	21UR-3117	255.0	+	16392084	16392105	0	1	21	16392083	pis_not_detected_CAGE.bed
IV	15335560	15335581	21UR-13839	255.0	+	15335560	15335581	0	1	21	15335559	pis_not_detected_CAGE.bed
IV	16839711	16839732	21UR-14192	255.0	-	16839711	16839732	0	1	21	16839710	pis_not_detected_CAGE.bed
IV	14287832	14287853	21UR-2043	255.0	-	14287832	14287853	0	1	21	14287831	pis_not_detected_CAGE.bed
IV	15874004	15874025	21UR-5734	255.0	-	15874004	15874025	0	1	21	15874003	pis_not_detected_CAGE.bed
IV	4816408	4816429	21UR-13337	255.0	-	4816408	4816429	0	1	21	4816404	pis_not_detected_CAGE.bed
II	8238583	8238604	21UR-13324	255.0	-	8238583	8238604	0	1	21	8238575	pis_not_detected_CAGE.bed
IV	5141919	5141940	21UR-6916	255.0	-	5141919	5141940	0	1	21	5141914	pis_not_detected_CAGE.bed
IV	15729295	15729316	21UR-2484	255.0	+	15729295	15729316	0	1	21	15729294	pis_not_detected_CAGE.bed
IV	14571417	14571438	21UR-7311	255.0	-	14571417	14571438	0	1	21	14571416	pis_not_detected_CAGE.bed
IV	14919401	14919422	21UR-11308	255.0	+	14919401	14919422	0	1	21	14919400	pis_not_detected_CAGE.bed
IV	15240251	15240272	21UR-2992	255.0	-	15240251	15240272	0	1	21	15240250	pis_not_detected_CAGE.bed
IV	17022061	17022082	21UR-10476	255.0	-	17022061	17022082	0	1	21	17022060	pis_not_detected_CAGE.bed
IV	14968546	14968567	21UR-13336	255.0	-	14968546	14968567	0	1	21	14968545	pis_not_detected_CAGE.bed
IV	16682943	16682964	21UR-12501	255.0	+	16682943	16682964	0	1	21	16682942	pis_not_detected_CAGE.bed
IV	15699087	15699108	21UR-9082	255.0	+	15699087	15699108	0	1	21	15699086	pis_not_detected_CAGE.bed
IV	17244536	17244557	21UR-14513	255.0	-	17244536	17244557	0	1	21	17244535	pis_not_detected_CAGE.bed
IV	16383109	16383130	21UR-11058	255.0	-	16383109	16383130	0	1	21	16383108	pis_not_detected_CAGE.bed
IV	16796964	16796985	21UR-4890	255.0	-	16796964	16796985	0	1	21	16796963	pis_not_detected_CAGE.bed
IV	14422328	14422349	21UR-9235	255.0	+	14422328	14422349	0	1	21	14422327	pis_not_detected_CAGE.bed
IV	14273068	14273089	21UR-121	255.0	-	14273068	14273089	0	1	21	14273067	pis_not_detected_CAGE.bed
IV	15210961	15210982	21UR-1045	255.0	+	15210961	15210982	0	1	21	15210960	pis_not_detected_CAGE.bed
IV	13717965	13717986	21UR-7732	255.0	+	13717965	13717986	0	1	21	13717964	pis_not_detected_CAGE.bed
IV	15969164	15969185	21UR-1469	255.0	-	15969164	15969185	0	1	21	15969163	pis_not_detected_CAGE.bed
IV	15792493	15792514	21UR-3013	255.0	+	15792493	15792514	0	1	21	15792492	pis_not_detected_CAGE.bed
IV	14553034	14553055	21UR-5485	255.0	-	14553034	14553055	0	1	21	14553033	pis_not_detected_CAGE.bed
IV	13725798	13725819	21UR-1379	255.0	-	13725798	13725819	0	1	21	13725797	pis_not_detected_CAGE.bed
IV	16751242	16751263	21UR-7273	255.0	+	16751242	16751263	0	1	21	16751241	pis_not_detected_CAGE.bed
IV	6260939	6260960	21UR-10538	255.0	-	6260939	6260960	0	1	21	6260933	pis_not_detected_CAGE.bed
