#Condition A: pooled_N2_run2/IRFinder-IR-dir.txt
#Condition B: pooled_TFIIS_I_run2/IRFinder-IR-dir.txt
Chr	Start	End	Intron-GeneName/GeneID	-	Direction	ExcludedBases	p-diff	p-increased	p-decreased	A-IRratio	A-IRok	A-IntronCover	A-IntronDepth	A-SplicesMax	A-SplicesExact	B-IRratio	B-IRok	B-IntronCover	B-IntronDepth	B-SplicesMax	B-SplicesExact
IV	7949463	7949524	F20D12.2/WBGene00017642/clean	0	+	10	1.3169e-09	1.3169e-09	1	0.00266667	NonUniformIntronCover	1	1	366	366	0.0876712	-	1	32	327	327
I	9667577	9667649	cel-1/WBGene00000466/clean	0	+	10	1.33196e-09	1	1.33196e-09	1	LowSplicing	1	30	0	0	0	-	0	0	28	28
I	2064398	2064449	rpb-10/WBGene00021347/clean	0	+	10	1.88152e-09	1.88152e-09	1	0	-	0	0	96	96	0.433333	-	1	13	17	17
III	6892966	6893022	K04C2.2/WBGene00019380/clean	0	+	10	1.88707e-09	1.88707e-09	1	0	-	0	0	71	71	0.818182	LowSplicing	0.76087	9	2	2
IV	13386712	13386786	mdt-9/WBGene00014938/clean	0	+	10	2.03309e-09	1	2.03309e-09	0.178873	NonUniformIntronCover	1	76.4615	351	320	0.0144988	-	1	2.69231	183	180
III	10112495	10112617	vps-29/WBGene00014234/clean	0	-	10	2.07968e-09	2.07968e-09	1	0	-	0	0	517	511	0.0621658	NonUniformIntronCover	0.696429	20.2174	305	305
X	11946324	11946610	nfya-1/WBGene00011614/clean	0	-	10	2.12777e-09	2.12777e-09	1	0.00131782	-	0.427536	0.321429	324	324	0.165002	NonUniformIntronCover	0.619565	10.4732	53	53
V	1017230	1017970	ergo-1/WBGene00019971/clean	0	+	10	2.22826e-09	2.22826e-09	1	0.0140611	-	0.505479	1.0411	73	73	1	LowCover	0.494521	8.95548	0	0
IV	3028732	3028798	ndnf-1/WBGene00021893/clean	0	-	10	2.26077e-09	2.26077e-09	1	0	-	0	0	39	39	0.670951	NonUniformIntronCover	1	32.625	16	16
X	2687075	2687139	immt-1/WBGene00020511/clean	0	-	10	2.28219e-09	1	2.28219e-09	0.0376042	-	1	45.0909	1154	1154	0.00307377	NonUniformIntronCover	0.740741	3	973	973
IV	9406626	9406706	F56D5.6/WBGene00010150/clean	0	+	10	2.48751e-09	1	2.48751e-09	0.296296	NonUniformIntronCover	0.7	8	18	18	0	-	0	0	200	200
IV	8973069	8973140	C53B4.3/WBGene00008273/clean	0	-	10	2.57887e-09	2.57887e-09	1	0	-	0	0	60	60	0.43038	NonUniformIntronCover	1	34	45	45
I	4950942	4950993	F28B3.6/WBGene00017887/clean	0	-	10	2.69556e-09	2.69556e-09	1	0	-	0	0	146	146	0.225	-	1	18	62	62
I	7936323	7936465	T22C1.1/WBGene00011912/clean	0	+	10	2.85913e-09	1	2.85913e-09	0.0325398	NonUniformIntronCover	0.772727	88.5926	2634	2634	0.00127877	-	0.742424	1	781	781
III	895100	895166	ztf-18/WBGene00020763/clean	0	-	10	3.17186e-09	3.17186e-09	1	0.0029615	-	0.5	1.5	505	505	0.0843373	NonUniformIntronCover	1	21	228	228
X	14854666	14854758	C27C12.4/WBGene00007774/clean	0	+	10	3.3165e-09	1	3.3165e-09	0.0836234	NonUniformIntronCover	0.621951	27.5588	302	302	0	-	0	0	317	317
IV	4086291	4086379	C35B1.2/WBGene00016432/clean	0	+	10	4.04677e-09	1	4.04677e-09	0.685778	NonUniformIntronCover	1	67.6562	31	31	0	-	0	0	32	32
X	5244572	5244624	Y34B4A.7/WBGene00021323/clean	0	+	10	4.09201e-09	4.09201e-09	1	0.0159574	-	1	3	185	185	0.220472	-	1	28	99	99
I	7677481	7677535	T24B1.1/WBGene00011975/clean	0	+	10	4.18832e-09	4.18832e-09	1	0.00127518	MinorIsoform	0.113636	0	89	62	0.433333	-	1	13	17	17
III	11063778	11063872	rsa-2/WBGene00012972/clean	0	+	10	4.32199e-09	1	4.32199e-09	0.175182	NonUniformIntronCover	1	48	226	226	0.00636943	-	0.738095	1	156	156
X	7194960	7195084	dnj-7/WBGene00001025/clean	0	+	10	5.33883e-09	5.33883e-09	1	0	-	0	0	233	233	0.14958	NonUniformIntronCover	1	13.5435	77	77
III	8674686	8674739	pgl-2/WBGene00003993/clean	0	-	10	5.49251e-09	5.49251e-09	1	0	-	0	0	280	280	0.105263	-	1	20	170	170
V	12698012	12698067	istr-1/WBGene00010736/clean	0	+	10	5.69198e-09	5.69198e-09	1	0.0268456	-	1	12	435	435	0.14652	NonUniformIntronCover	1	40	233	233
II	6536458	6536511	C56E6.9/WBGene00195085/clean	0	+	10	5.79124e-09	1	5.79124e-09	0.496945	-	1	38.5263	39	39	0.137887	-	1	45.2632	283	283
II	580756	580817	W08F4.3/WBGene00021093/clean	0	+	10	5.80638e-09	5.80638e-09	1	0.00252525	-	1	2	790	790	0.0666667	-	1	14	196	196
III	11089384	11089824	W09D6.5/WBGene00012358/clean	0	+	70	6.22553e-09	6.22553e-09	1	0.00311652	-	0.418919	0.297297	134	108	0.320841	NonUniformIntronCover	0.956757	11.3378	24	24
X	4299447	4299516	C52B9.8/WBGene00016868/clean	0	-	10	6.72221e-09	6.72221e-09	1	0	-	0	0	29	29	1	LowSplicing	0.949153	19.76	0	0
IV	6206054	6206112	C49A9.10/WBGene00016764/clean	0	-	10	7.07423e-09	7.07423e-09	1	0.008	-	0.854167	1	124	124	0.3	-	0.979167	18	42	42
II	7131883	7131934	T07F8.4/WBGene00020320/clean	0	-	10	7.42304e-09	1	7.42304e-09	0.424242	-	1	42	57	57	0	-	0	0	54	54
X	15732253	15732720	lin-15A/WBGene00023498/clean	0	+	10	7.64062e-09	7.64062e-09	1	0.00102216	-	0.363239	0.15847	355	355	0.18174	NonUniformIntronCover	0.483589	6.88525	31	31
X	4674898	4674950	tmem-135/WBGene00019345/clean	0	+	10	7.79338e-09	7.79338e-09	1	0.00442478	-	1	1	225	225	0.17	-	1	17	83	83
X	2836947	2836999	Y71H10B.1/WBGene00022201/clean	0	-	10	8.96131e-09	8.96131e-09	1	0.00180505	-	1	1	553	553	0.0664207	-	1	18	253	253
II	11913878	11913944	vps-15/WBGene00014151/clean	0	-	10	8.96289e-09	1	8.96289e-09	0.833333	-	1	20	4	4	0	-	0	0	34	34
V	6311706	6311762	K12B6.8/WBGene00019672/clean	0	-	10	9.08924e-09	9.08924e-09	1	0	-	0	0	42	42	0.595745	-	1	28	19	19
V	9400563	9400617	trpp-4/WBGene00018088/clean	0	+	10	9.46123e-09	9.46123e-09	1	0.000354988	NonUniformIntronCover	0.0681818	0	192	178	0.227273	-	1	10	34	34
V	5718027	5718082	rga-3/WBGene00019600/clean	0	+	10	9.51399e-09	9.51399e-09	1	0.16	NonUniformIntronCover	1	16	84	84	0.69863	-	1	51	22	22
II	3110675	3110734	Y25C1A.13/WBGene00021296/clean	0	-	10	1.01103e-08	1	1.01103e-08	0.63252	-	1	235.81	137	137	0.335423	-	1	107	212	212
IV	125774	125858	grld-1/WBGene00017929/clean	0	-	10	1.05894e-08	1	1.05894e-08	0.245392	NonUniformIntronCover	1	42.6	131	131	0.00925926	-	0.986486	1	107	107
III	1879372	1879436	smi-1/WBGene00004886/clean	0	+	10	1.17499e-08	1	1.17499e-08	0.0979228	-	1	33	304	304	0.00600601	-	1	2	331	331
V	18969526	18969580	Y39B6A.42/WBGene00012700/clean	0	-	10	1.17598e-08	1	1.17598e-08	0.132511	NonUniformIntronCover	1	247	1617	1617	0.0664713	-	1	78.1111	1097	1097
III	9455483	9455534	rheb-1/WBGene00010038/clean	0	-	10	1.22715e-08	1.22715e-08	1	0.0278013	NonUniformIntronCover	1	15.4706	541	541	0.153717	-	1	26.8824	148	148
I	4510559	4510620	mrpl-19/WBGene00022470/clean	0	-	10	1.32717e-08	1.32717e-08	1	0	-	0	0	31	31	0.735209	-	1	36.0952	13	13
IV	10667028	10667110	epi-1/WBGene00001328/clean	0	+	10	1.41143e-08	1	1.41143e-08	0.058934	-	1	39.7667	635	635	0	-	0	0	374	374
III	4890766	4890820	F26F4.5/WBGene00017827/clean	0	-	10	1.6392e-08	1.6392e-08	1	0.0785219	NonUniformIntronCover	1	11.3333	133	133	0.59375	-	1	19	13	13
V	12600454	12600585	C14C10.5/WBGene00007588/clean	0	+	10	1.6417e-08	1.6417e-08	1	0	-	0	0	995	995	0.0339426	NonUniformIntronCover	0.826446	13	370	370
V	12859679	12859937	T07F10.1/WBGene00011587/clean	0	+	10	1.64696e-08	1.64696e-08	1	0.00179721	-	0.387097	0.88	215	215	0.158676	NonUniformIntronCover	0.754032	17.54	93	93
V	5204564	5204617	Y47A7.1/WBGene00021613/clean	0	+	10	1.67025e-08	1.67025e-08	1	0	-	0	0	66	66	0.46875	NonUniformIntronCover	1	15	17	17
III	13268760	13268811	cpf-2/WBGene00000774/clean	0	-	10	1.85191e-08	1.85191e-08	1	0.139535	-	1	18	111	111	0.648148	-	1	35	19	19
II	6799983	6800065	F31E8.4/WBGene00017954/clean	0	-	10	1.86277e-08	1.86277e-08	1	0	-	0	0	45	45	0.614035	NonUniformIntronCover	0.583333	17.5	11	11
V	8052243	8052445	sth-1/WBGene00006060/clean	0	+	10	1.88405e-08	1.88405e-08	1	0.0084507	-	0.28125	0	33	33	0.611795	NonUniformIntronCover	0.473958	63.0385	40	40
IV	9337746	9337831	T20D3.5/WBGene00011858/clean	0	+	10	1.88685e-08	1.88685e-08	1	0	-	0	0	31	31	0.9	LowSplicing	0.76	18	2	2
X	11518787	11518844	hpo-34/WBGene00009259/clean	0	-	14	1.89139e-08	1.89139e-08	1	0.0277778	-	1	6	210	210	0.2125	NonUniformIntronCover	1	34	126	126
II	6882785	6882877	pmp-1/WBGene00004058/clean	0	-	10	1.89361e-08	1.89361e-08	1	0.04	-	0.914634	2	48	48	0.767654	NonUniformIntronCover	0.926829	19.8235	6	6
I	6562847	6562899	F57B10.5/WBGene00019003/clean	0	+	10	1.89943e-08	1.89943e-08	1	0.133028	-	1	29	189	189	0.474747	-	1	47	52	52
V	8460099	8460155	T23B12.6/WBGene00020721/clean	0	-	10	1.93431e-08	1.93431e-08	1	0.000652874	-	0.630435	0.8	965	965	0.0350179	NonUniformIntronCover	0.847826	17.6	485	485
III	7911084	7911188	ZK688.7/WBGene00022802/clean	0	-	10	2.03359e-08	1	2.03359e-08	0.6875	NonUniformIntronCover	0.914894	11	5	5	0	-	0	0	54	54
IV	573078	573133	gex-2/WBGene00001579/clean	0	+	10	2.08383e-08	2.08383e-08	1	0.017094	-	0.777778	2	115	115	0.380435	NonUniformIntronCover	0.444444	14.7368	24	24
V	1156861	1156958	cmd-1/WBGene00000552/clean	0	+	10	2.23998e-08	1	2.23998e-08	0.0721665	-	1	69.4571	893	893	0.0189418	NonUniformIntronCover	1	17.6857	916	916
IV	11078047	11078098	Y5F2A.4/WBGene00012385/clean	0	-	10	2.26687e-08	2.26687e-08	1	0.00334448	-	1	1	298	298	0.111111	-	1	19	152	152
V	2231349	2231401	nhr-134/WBGene00003724/clean	0	+	10	2.32306e-08	2.32306e-08	1	0	-	0	0	30	30	1	LowSplicing	1	15	0	0
X	9338810	9338888	apa-2/WBGene00000161/clean	0	+	10	2.62558e-08	2.62558e-08	1	0.0217391	-	0.911765	1	45	45	0.657143	NonUniformIntronCover	0.911765	23	12	12
V	6266212	6266281	mrck-1/WBGene00006437/clean	0	-	10	2.73906e-08	1	2.73906e-08	0.0192795	-	1	32.24	1640	1640	0.000131258	NonUniformIntronCover	0.152542	0	1162	1162
V	9204519	9204588	asp-2/WBGene00000215/clean	0	+	10	2.74895e-08	1	2.74895e-08	0.166667	NonUniformIntronCover	1	21	105	105	0	-	0	0	152	152
V	11751836	11752186	T04F3.1/WBGene00011436/clean	0	+	10	3.00191e-08	3.00191e-08	1	0	-	0	0	55	49	0.643824	NonUniformIntronCover	0.473529	10.8456	6	6
X	10198313	10198367	nucb-1/WBGene00009674/clean	0	+	10	3.17619e-08	3.17619e-08	1	0	-	0	0	162	162	0.141101	-	1	26.7778	163	163
X	6802066	6802125	M03A8.3/WBGene00019749/clean	0	+	10	3.44821e-08	1	3.44821e-08	0.6	NonUniformIntronCover	1	12	8	8	0	-	0	0	55	55
V	7734098	7734245	clic-1/WBGene00020246/clean	0	-	10	3.45882e-08	3.45882e-08	1	0	-	0	0	200	200	0.12426	NonUniformIntronCover	0.781022	21	148	148
V	8927068	8927402	H14N18.4/WBGene00019204/clean	0	-	10	3.46918e-08	3.46918e-08	1	0.0231302	-	0.669753	1.51538	64	63	0.472586	MinorIsoform	0.716049	31.3615	35	26
II	10873486	10873540	copz-1/WBGene00010333/clean	0	+	10	3.49201e-08	1	3.49201e-08	0.0280766	NonUniformIntronCover	1	52.7778	1827	1827	0.00706567	-	1	17	2389	2389
IV	3379794	3380043	B0546.3/WBGene00015250/clean	0	-	10	3.5977e-08	1	3.5977e-08	0.418565	-	0.912134	25.1959	35	35	0	-	0	0	56	56
III	12054608	12054660	arx-3/WBGene00000201/clean	0	-	10	3.69305e-08	3.69305e-08	1	0	-	0	0	136	136	0.255814	-	1	11	32	32
II	9060882	9060991	T24B8.3/WBGene00011977/clean	0	-	11	3.77651e-08	1	3.77651e-08	0.689858	NonUniformIntronCover	1	82.3	37	37	0.0540541	-	0.908163	2	35	35
III	11941291	11941373	Y56A3A.7/WBGene00013228/clean	0	-	10	4.29645e-08	1	4.29645e-08	0.393939	-	1	26	40	40	0.0343348	NonUniformIntronCover	0.347222	3.2	90	90
IV	15714177	15714311	Y105C5A.15/WBGene00013639/clean	0	+	10	4.32778e-08	4.32778e-08	1	0.0166667	-	0.717742	1	59	59	0.348778	NonUniformIntronCover	1	191.2	357	357
I	2877352	2877403	Y71F9AL.9/WBGene00022114/clean	0	+	10	4.43981e-08	4.43981e-08	1	0.0120482	-	1	7	574	574	0.0973451	-	1	22	204	204
III	4960804	4960867	vps-22/WBGene00016167/clean	0	-	10	4.45566e-08	1	4.45566e-08	0.106452	NonUniformIntronCover	1	33	277	277	0	-	0	0	200	200
II	11473419	11473470	W02B12.10/WBGene00012205/clean	0	-	10	4.64319e-08	4.64319e-08	1	0.00357398	-	0.121951	0	34	34	0.8	NonUniformIntronCover	1	16	4	4
X	4810691	4810794	ztf-16/WBGene00019960/clean	0	-	10	4.99366e-08	4.99366e-08	1	0	-	0	0	148	148	0.162957	NonUniformIntronCover	1	21.0256	108	108
V	14009151	14009250	ddx-17/WBGene00010260/clean	0	-	10	5.03144e-08	1	5.03144e-08	0.319588	NonUniformIntronCover	0.898876	31	66	66	0	-	0	0	67	67
III	2529429	2529538	Y54F10AM.5/WBGene00021849/clean	0	+	10	5.50845e-08	5.50845e-08	1	0	-	0	0	294	294	0.0766495	NonUniformIntronCover	1	23.6585	285	285
III	12971627	12971697	Y39E4A.3/WBGene00012713/clean	0	-	10	5.83995e-08	1	5.83995e-08	0.276995	NonUniformIntronCover	1	118	308	308	0	-	0	0	64	64
IV	16996111	16996187	rom-4/WBGene00004403/clean	0	+	10	6.12193e-08	6.12193e-08	1	0.0312858	-	1	52.6429	1630	1630	0.0771208	-	1	90	1077	1076
II	7704834	7704886	B0495.7/WBGene00015206/clean	0	-	10	6.52623e-08	6.52623e-08	1	0	-	0	0	147	147	0.238095	NonUniformIntronCover	0.904762	10	32	32
V	19981597	19981693	Y60A3A.24/WBGene00023519/clean	0	-	10	6.67784e-08	6.67784e-08	1	0.0208333	-	1	1	47	47	0.632312	NonUniformIntronCover	1	18.9167	11	11
II	7927545	7928036	spv-1/WBGene00014051/clean	0	-	10	6.7649e-08	6.7649e-08	1	0.0155269	-	0.45738	0.393782	29	29	0.77651	NonUniformIntronCover	0.779626	24.3212	7	7
I	11222589	11222640	Y53H1A.2/WBGene00013178/clean	0	+	10	7.06255e-08	1	7.06255e-08	0.241071	-	1	38.1176	120	120	0.00380562	NonUniformIntronCover	0.317073	0.411765	83	83
III	10119694	10119762	ZK1128.4/WBGene00014230/clean	0	-	10	7.2103e-08	7.2103e-08	1	0.0331633	-	1	26	758	758	0.125307	-	1	38.25	267	267
X	6801365	6801993	M03A8.3/WBGene00019749/clean	0	+	10	7.47919e-08	1	7.47919e-08	0.369977	NonUniformIntronCover	0.63754	12.9194	22	22	0.00497471	-	0.389968	0.274194	78	78
III	8995765	8995832	skat-1/WBGene00010307/clean	0	-	10	7.67058e-08	7.67058e-08	1	0.00657895	-	1	2	302	302	0.105263	NonUniformIntronCover	1	24	204	204
II	4801411	4801650	rig-6/WBGene00016354/clean	0	-	10	7.79045e-08	7.79045e-08	1	0	-	0	0	68	68	0.387848	NonUniformIntronCover	0.580786	16.4731	26	26
I	14076065	14076123	gpdh-1/WBGene00009824/clean	0	+	10	7.9882e-08	7.9882e-08	1	0.00900901	-	0.708333	1	110	110	0.200932	NonUniformIntronCover	1	60.35	240	240
II	11777618	11777669	patr-1/WBGene00009661/clean	0	-	10	8.02003e-08	8.02003e-08	1	0.00798935	-	1	12	1490	1490	0.0548669	NonUniformIntronCover	1	17.7059	305	305
II	9107739	9107842	dnj-23/WBGene00001041/clean	0	-	10	8.21953e-08	8.21953e-08	1	0	-	0	0	37	37	1	LowCover	0.473118	8.71795	0	0
II	4943754	4943864	mdt-4/WBGene00007012/clean	0	-	10	8.9623e-08	1	8.9623e-08	0.577279	NonUniformIntronCover	0.68	43.7	32	32	0	-	0	0	33	33
I	7962164	7962215	rbg-2/WBGene00004318/clean	0	+	10	9.18458e-08	1	9.18458e-08	0.283731	NonUniformIntronCover	1	68.5294	173	173	0.0344411	-	1	3.35294	94	94
V	9958182	9958276	anmt-3/WBGene00011573/clean	0	-	10	9.67291e-08	1	9.67291e-08	0.132906	-	1	26.8235	175	175	0.0198934	NonUniformIntronCover	1	7.79412	384	384
X	1420928	1420981	F19G12.10/WBGene00195186/clean	0	+	10	1.01403e-07	1.01403e-07	1	0	-	0	0	52	52	0.518519	-	1	14	13	13
V	4687298	4687362	taf-10/WBGene00006392/clean	0	+	10	1.01479e-07	1.01479e-07	1	0.0833333	NonUniformIntronCover	1	23.5455	259	259	0.283157	-	1	56.0909	142	142
IV	12867717	12867769	clec-186/WBGene00014138/clean	0	+	10	1.024e-07	1	1.024e-07	1	LowCover	1	9	0	0	0	-	0	0	36	36
X	3261119	3261175	lbp-2/WBGene00002254/clean	0	+	10	1.07946e-07	1.07946e-07	1	0.00221893	NonUniformIntronCover	1	3	1349	1349	0.0208242	-	1	54.55	2565	2565
III	8721560	8721641	hipr-1/WBGene00022717/clean	0	+	10	1.18247e-07	1.18247e-07	1	0	-	0	0	55	55	0.634761	NonUniformIntronCover	0.633803	8.68966	5	5
II	11583013	11583318	D1043.1/WBGene00008361/clean	0	+	10	1.21606e-07	1	1.21606e-07	0.101408	NonUniformIntronCover	0.911864	19.1849	170	170	0.00147167	-	0.338983	0.10084	230	230
I	10299723	10299861	T20F10.2/WBGene00011864/clean	0	+	10	1.26804e-07	1.26804e-07	1	0	-	0	0	116	116	0.233684	NonUniformIntronCover	0.546875	12.8077	42	42
III	12021496	12021553	brp-1/WBGene00000273/clean	0	+	10	1.27714e-07	1.27714e-07	1	2.79947e-05	NonUniformIntronCover	0.0212766	0	760	760	0.0309278	-	1	18	564	564
II	2231976	2232043	F54A3.6/WBGene00018785/clean	0	-	10	1.43217e-07	1.43217e-07	1	0.0595238	-	0.964912	10	158	158	0.388889	NonUniformIntronCover	0.964912	21	33	33
III	8020715	8020771	lin-36/WBGene00003021/clean	0	-	10	1.47624e-07	1	1.47624e-07	0.154583	-	1	62.9	344	344	0.0101892	NonUniformIntronCover	0.326087	1.4	136	136
IV	11657303	11657363	ZK809.5/WBGene00014087/clean	0	+	10	1.50855e-07	1	1.50855e-07	0.0915332	-	1	40	397	397	0	-	0	0	204	204
IV	17283079	17283234	nra-1/WBGene00012128/clean	0	-	46	1.5359e-07	1	1.5359e-07	0.693431	NonUniformIntronCover	0.944954	31.6667	13	13	0	-	0	0	28	28
III	9434360	9434412	cpar-1/WBGene00010036/clean	0	+	10	1.55432e-07	1.55432e-07	1	0.00337838	-	1	1	295	295	0.194444	-	1	7	29	29
IV	15378818	15378877	Y73F8A.20/WBGene00013526/clean	0	+	10	1.65978e-07	1	1.65978e-07	0.888889	LowCover	0.897959	8	1	1	0	-	0	0	42	42
IV	17054886	17055159	Y116A8C.23/WBGene00013800/clean	0	+	10	1.67994e-07	1	1.67994e-07	0.422792	NonUniformIntronCover	0.631179	5.85981	8	8	0	-	0	0	116	116
I	10863026	10863308	Y37F4.5/WBGene00021386/clean	0	-	10	1.9936e-07	1.9936e-07	1	0.0394284	-	0.352941	1.35455	33	33	0.620727	LowSplicing	0.75	57.2818	35	0
X	13350120	13350175	mxl-3/WBGene00003511/clean	0	-	10	2.19232e-07	1	2.19232e-07	0.154867	-	1	35	191	191	0.0131219	-	1	2.52632	190	190
II	5714590	5714662	tiar-1/WBGene00015943/clean	0	-	10	2.19802e-07	1	2.19802e-07	0.192308	NonUniformIntronCover	1	70	294	294	0.0163934	-	1	2	120	120
III	10325353	10325440	T07C4.10/WBGene00011562/clean	0	+	10	2.2073e-07	1	2.2073e-07	0.396417	NonUniformIntronCover	1	16.4194	25	25	0	-	0	0	60	60
I	7405281	7405344	C15A11.7/WBGene00007599/clean	0	+	10	2.34988e-07	2.34988e-07	1	0.00760679	NonUniformIntronCover	0.245283	0	32	32	0.640625	-	1	23.1739	13	13
II	8988662	8988714	C18E9.9/WBGene00007689/clean	0	-	10	2.38419e-07	1	2.38419e-07	0.0979955	NonUniformIntronCover	0.547619	9.77778	90	90	0	-	0	0	300	300
I	5809536	5809639	C32F10.4/WBGene00016332/clean	0	-	10	2.46595e-07	1	2.46595e-07	0.04594	NonUniformIntronCover	0.784946	30.7692	639	639	0.00739958	-	0.806452	7	939	939
III	10115243	10115313	mett-10/WBGene00014228/clean	0	+	10	2.67928e-07	1	2.67928e-07	0.204067	-	1	70.25	274	274	0.00574907	-	0.566667	0.666667	98	98
II	6097903	6098042	rbbp-5/WBGene00017683/clean	0	+	10	2.89188e-07	1	2.89188e-07	0.798698	-	1	111.094	28	28	0.0212443	-	0.434109	0.339623	20	20
I	4376946	4377217	cec-10/WBGene00022831/clean	0	+	10	2.89567e-07	2.89567e-07	1	0.00948767	-	0.383142	0.209524	40	40	0.493788	NonUniformIntronCover	0.927203	25.3619	26	26
III	11566051	11566113	Y66D12A.10/WBGene00013436/clean	0	+	10	2.94443e-07	2.94443e-07	1	0.0919623	NonUniformIntronCover	1	11.5455	114	114	0.414894	-	1	42.5455	60	60
I	14714557	14714620	Y54E5A.7/WBGene00013202/clean	0	+	10	2.95926e-07	2.95926e-07	1	0	-	0	0	30	30	0.916667	LowSplicing	1	11	1	1
X	15666925	15667426	F59D12.1/WBGene00010329/clean	0	+	10	3.11937e-07	1	3.11937e-07	1	LowCover	0.702648	5.76142	0	0	0.00678774	-	0.307536	0.101523	45	45
III	6624045	6624102	copd-1/WBGene00015734/clean	0	-	10	3.17198e-07	1	3.17198e-07	0.194805	-	1	30	123	123	0.00847458	NonUniformIntronCover	0.914894	1	117	117
II	14358956	14359020	pfs-2/WBGene00011051/clean	0	+	10	3.20293e-07	3.20293e-07	1	0.0140598	NonUniformIntronCover	0.685185	1.45455	102	102	0.309524	-	1	13	29	29
V	13793223	13793446	F53C11.5/WBGene00009975/clean	0	+	10	3.27203e-07	3.27203e-07	1	0	-	0	0	68	68	0.304	NonUniformIntronCover	0.924883	21.4023	49	49
V	14416812	14416863	nxf-2/WBGene00003835/clean	0	-	10	3.54e-07	3.54e-07	1	0.000677048	-	0.0243902	0	36	36	0.571429	NonUniformIntronCover	0.780488	20	15	15
IV	17379621	17379690	C30H6.9/WBGene00007826/clean	0	-	10	3.82678e-07	3.82678e-07	1	0	-	0	0	304	304	0.109589	-	1	8	65	65
V	12413539	12413593	cdr-6/WBGene00010471/clean	0	-	10	3.95299e-07	1	3.95299e-07	0.471429	NonUniformIntronCover	1	33	37	37	0	-	0	0	37	37
IV	11121649	11121723	enpl-1/WBGene00011480/clean	0	+	10	4.11499e-07	1	4.11499e-07	0.28169	-	1	20	51	51	0	NonUniformIntronCover	0	0	72	72
X	6519878	6519929	ets-4/WBGene00017687/clean	0	+	10	4.15579e-07	4.15579e-07	1	0.0132013	NonUniformIntronCover	1	4	299	298	0.122222	-	1	22	158	158
II	6055798	6055849	R12C12.7/WBGene00020027/clean	0	-	10	4.22728e-07	4.22728e-07	1	0.0361842	-	1	11	293	293	0.164609	-	1	40	203	203
X	15343309	15343411	Y15E3A.5/WBGene00012444/clean	0	+	10	4.24646e-07	4.24646e-07	1	0.0137497	-	0.641304	0.842105	46	46	0.592989	-	1	16.0263	11	11
I	4764705	4764756	M04F3.3/WBGene00019769/clean	0	-	10	4.31856e-07	4.31856e-07	1	0	-	0	0	40	40	0.435294	-	1	37	48	48
V	1475787	1475840	unc-60/WBGene00006794/clean	0	+	10	4.40127e-07	1	4.40127e-07	0.0171162	-	1	33	1895	1894	0.00133958	-	1	2	1491	1491
V	8602665	8602719	F41E6.15/WBGene00044554/clean	0	-	10	4.41231e-07	4.41231e-07	1	0	-	0	0	106	106	0.666667	LowCover	0.977273	4	2	2
III	13153968	13154019	abce-1/WBGene00012714/clean	0	+	10	4.56584e-07	4.56584e-07	1	0	-	0	0	79	79	0.302326	-	1	13	30	30
V	16303275	16303536	oac-6/WBGene00007833/clean	0	+	10	4.76837e-07	1	4.76837e-07	0.68514	-	0.89243	19.5842	9	9	0	-	0	0	29	29
V	17871453	17871504	phf-14/WBGene00013339/clean	0	+	10	4.94083e-07	1	4.94083e-07	0.0240226	-	1	40.5882	1649	1649	0	-	0	0	698	698
X	5547196	5547250	ifta-1/WBGene00016935/clean	0	-	10	5.17186e-07	0.999999	5.17186e-07	0.233766	-	1	18	59	59	0.0506877	-	1	37.0556	694	694
IV	9725992	9726113	nhr-138/WBGene00003728/clean	0	+	10	5.25883e-07	5.25883e-07	0.999999	0.000217912	-	0.027027	0	124	124	0.347826	NonUniformIntronCover	0.621622	6.4	12	12
I	14358890	14358955	Y105E8A.3/WBGene00013668/clean	0	+	10	5.26354e-07	0.999999	5.26354e-07	0.0894942	-	1	46	468	468	0.00440529	-	0.927273	1	226	226
III	10442275	10442328	H04D03.2/WBGene00010363/clean	0	-	10	5.49007e-07	5.49007e-07	0.999999	0.0357143	-	1	1	27	27	1	LowSplicing	1	15	0	0
II	4901973	4902024	R05F9.9/WBGene00019892/clean	0	-	10	5.68807e-07	0.999999	5.68807e-07	0.369863	MinorIsoform	1	27	46	29	0.000497512	-	0.0243902	0	49	49
I	2925662	2925713	Y71F9AL.1/WBGene00022107/clean	0	+	10	5.69932e-07	5.69932e-07	0.999999	0.00253807	NonUniformIntronCover	1	1	393	390	0.0669291	-	1	17	237	225
III	3931207	3931329	F37A8.2/WBGene00009502/clean	0	-	10	5.79641e-07	5.79641e-07	0.999999	0.0434783	-	0.714286	1	22	21	1	LowSplicing	0.758929	24.7174	0	0
V	10784647	10784706	D1054.8/WBGene00008375/clean	0	+	10	5.8643e-07	0.999999	5.8643e-07	0.181034	-	1	21	95	95	0.0197044	-	1	4	199	199
I	878318	878405	pde-6/WBGene00022389/clean	0	-	10	5.8709e-07	0.999999	5.8709e-07	0.69697	NonUniformIntronCover	0.974026	23	10	10	0	-	0	0	27	27
IV	13784064	13784122	Y45F10D.4/WBGene00012885/clean	0	+	10	5.94115e-07	0.999999	5.94115e-07	0.2108	-	1	20.3	76	76	0	-	0	0	94	94
X	6791606	6791657	asp-3/WBGene00000216/clean	0	+	10	5.97082e-07	5.97082e-07	0.999999	0	NonUniformIntronCover	0	0	2062	2061	0.0108273	-	1	15.4118	1408	1408
